,A_id,A_id_num,A_lat,A_lon,A_seq,A_zone_id,B_id,B_id_num,B_lat,B_lon,B_seq,B_zone_id,board_state,bump_iter,linkmode,linknum,mode,mode_num,pathnum,person_id,person_trip_id,pf_A_time,pf_B_time,pf_iteration,pf_linkcost,pf_linkdist,pf_linkfare,pf_linktime,pf_waittime,route_id,trace,trip_id,trip_id_num,trip_list_id_num,fare,fare_period,from_fare_period,transfer_fare_type,transfer_fare,free_transfer,distance,sim_cost,chosen,board_time,overcap,overcap_frac,alight_time,alight_delay_min,new_A_time,new_B_time,new_linktime,new_waittime,missed_xfer
183,R2,2,37.780689,-122.472314,2,,R3,3,37.773182,-122.471829,3,,,,transit,3,heavy_rail,302.0,1,ben,7,2016-01-01 17:31:25.333333,2016-01-01 17:45:04.000000,4.01,32.5241830065,0.519391440659,3.5,0 days 00:13:38.666667000,0 days 00:10:38.666667000,C,False,t151,43.0,15,3.5,rail_fare_class,bus_local_fare_default,transfer_discount,0.5,0.0,0.519391440659,32.4923607843,unchosen,2016-01-01 17:42:04.000000,-2.0,-0.142857142857,2016-01-01 17:45:04.000000,0.0,2016-01-01 17:31:26.288000,2016-01-01 17:45:04.000000,0 days 00:13:37.712000000,0 days 00:10:37.712000000,0
184,R3,3,37.773182,-122.471829,-1,,Z5,15,,,-1,,,,egress,4,walk_egress,201.0,1,ben,7,2016-01-01 17:45:04.000000,2016-01-01 17:58:25.333333,4.01,26.726888889,0.601,0.0,0 days 00:13:21.333333000,,,False,,,15,0.0,,,,,,0.601,26.7268888889,unchosen,,,,,0.0,2016-01-01 17:45:04.000000,2016-01-01 17:58:25.333333,0 days 00:13:21.333333000,,0
185,Z2,12,,,-1,,R1,1,37.786397,-122.472648,-1,,,,access,0,PNR_access,104.0,0,bart,7,2016-01-01 15:05:00.000000,2016-01-01 15:10:00.000000,4.01,75.4,0.75,0.0,0 days 00:05:00.000000000,,,False,,,16,0.0,,,,,,0.75,75.4,unchosen,,,,,0.0,2016-01-01 15:05:00.000000,2016-01-01 15:10:00.000000,0 days 00:05:00.000000000,,0
186,R1,1,37.786397,-122.472648,1,,R2,2,37.780689,-122.472314,2,,,,transit,1,heavy_rail,302.0,0,bart,7,2016-01-01 15:10:00.000000,2016-01-01 15:12:00.000000,4.01,43.976023976,0.394830545089,4.0,0 days 00:02:00.000000000,0 days 00:00:00.000000000,C,False,t136,92.0,16,4.0,rail_fare_class,,,,0.0,0.394830545089,43.976023976,unchosen,2016-01-01 15:10:00.000000,-2.0,-0.142857142857,2016-01-01 15:12:00.000000,0.0,2016-01-01 15:10:00.000000,2016-01-01 15:12:00.000000,0 days 00:02:00.000000000,0 days 00:00:00.000000000,0
187,R2,2,37.780689,-122.472314,-1,,Z3,13,,,-1,,,,egress,2,walk_egress,201.0,0,bart,7,2016-01-01 15:12:00.000000,2016-01-01 15:20:54.666667,4.01,178.222222222,0.401,0.0,0 days 00:08:54.666667000,,,False,,,16,0.0,,,,,,0.401,178.222222222,unchosen,,,,,0.0,2016-01-01 15:12:00.000000,2016-01-01 15:20:54.666667,0 days 00:08:54.666667000,,0
188,Z2,12,,,-1,,R1,1,37.786397,-122.472648,-1,,,,access,0,PNR_access,104.0,1,bart,7,2016-01-01 15:15:00.000000,2016-01-01 15:20:00.000000,4.01,76.4,0.75,0.0,0 days 00:05:00.000000000,,,False,,,16,0.0,,,,,,0.75,76.4,iter4.01 sim0,,,,,0.0,2016-01-01 15:15:00.000000,2016-01-01 15:20:00.000000,0 days 00:05:00.000000000,,0
189,R1,1,37.786397,-122.472648,1,,R2,2,37.780689,-122.472314,2,,board_easy,,transit,1,heavy_rail,302.0,1,bart,7,2016-01-01 15:20:00.000000,2016-01-01 15:22:00.000000,4.01,43.976023976,0.394830545089,4.0,0 days 00:02:00.000000000,0 days 00:00:00.000000000,C,False,t137,93.0,16,4.0,rail_fare_class,,,,0.0,0.394830545089,43.976023976,iter4.01 sim0,2016-01-01 15:20:00.000000,-1.0,-0.0666666666667,2016-01-01 15:22:00.000000,0.0,2016-01-01 15:20:00.000000,2016-01-01 15:22:00.000000,0 days 00:02:00.000000000,0 days 00:00:00.000000000,0
190,R2,2,37.780689,-122.472314,-1,,Z3,13,,,-1,,,,egress,2,walk_egress,201.0,1,bart,7,2016-01-01 15:22:00.000000,2016-01-01 15:30:54.666667,4.01,178.222222222,0.401,0.0,0 days 00:08:54.666667000,,,False,,,16,0.0,,,,,,0.401,178.222222222,iter4.01 sim0,,,,,0.0,2016-01-01 15:22:00.000000,2016-01-01 15:30:54.666667,0 days 00:08:54.666667000,,0
191,Z2,12,,,-1,,R1,1,37.786397,-122.472648,-1,,,,access,0,PNR_access,104.0,2,bart,7,2016-01-01 15:25:00.000000,2016-01-01 15:30:00.000000,4.01,77.4,0.75,0.0,0 days 00:05:00.000000000,,,False,,,16,0.0,,,,,,0.75,77.4,unchosen,,,,,0.0,2016-01-01 15:25:00.000000,2016-01-01 15:30:00.000000,0 days 00:05:00.000000000,,0
192,R1,1,37.786397,-122.472648,1,,R2,2,37.780689,-122.472314,2,,,,transit,1,heavy_rail,302.0,2,bart,7,2016-01-01 15:30:00.000000,2016-01-01 15:32:00.000000,4.01,43.976023976,0.394830545089,4.0,0 days 00:02:00.000000000,0 days 00:00:00.000000000,C,False,t138,84.0,16,4.0,rail_fare_class,,,,0.0,0.394830545089,43.976023976,unchosen,2016-01-01 15:30:00.000000,-3.0,-0.230769230769,2016-01-01 15:32:00.000000,0.0,2016-01-01 15:30:00.000000,2016-01-01 15:32:00.000000,0 days 00:02:00.000000000,0 days 00:00:00.000000000,0
193,R2,2,37.780689,-122.472314,-1,,Z3,13,,,-1,,,,egress,2,walk_egress,201.0,2,bart,7,2016-01-01 15:32:00.000000,2016-01-01 15:40:54.666667,4.01,178.222222222,0.401,0.0,0 days 00:08:54.666667000,,,False,,,16,0.0,,,,,,0.401,178.222222222,unchosen,,,,,0.0,2016-01-01 15:32:00.000000,2016-01-01 15:40:54.666667,0 days 00:08:54.666667000,,0
194,Z2,12,,,-1,,R1,1,37.786397,-122.472648,-1,,,,access,0,PNR_access,104.0,3,bart,7,2016-01-01 15:35:00.000000,2016-01-01 15:40:00.000000,4.01,78.4,0.75,0.0,0 days 00:05:00.000000000,,,False,,,16,0.0,,,,,,0.75,78.4,unchosen,,,,,0.0,2016-01-01 15:35:00.000000,2016-01-01 15:40:00.000000,0 days 00:05:00.000000000,,0
195,R1,1,37.786397,-122.472648,1,,R2,2,37.780689,-122.472314,2,,,,transit,1,heavy_rail,302.0,3,bart,7,2016-01-01 15:40:00.000000,2016-01-01 15:42:00.000000,4.01,43.976023976,0.394830545089,4.0,0 days 00:02:00.000000000,0 days 00:00:00.000000000,C,False,t139,85.0,16,4.0,rail_fare_class,,,,0.0,0.394830545089,43.976023976,unchosen,2016-01-01 15:40:00.000000,-10.0,-1.66666666667,2016-01-01 15:42:00.000000,0.0,2016-01-01 15:40:00.000000,2016-01-01 15:42:00.000000,0 days 00:02:00.000000000,0 days 00:00:00.000000000,0
196,R2,2,37.780689,-122.472314,-1,,Z3,13,,,-1,,,,egress,2,walk_egress,201.0,3,bart,7,2016-01-01 15:42:00.000000,2016-01-01 15:50:54.666667,4.01,178.222222222,0.401,0.0,0 days 00:08:54.666667000,,,False,,,16,0.0,,,,,,0.401,178.222222222,unchosen,,,,,0.0,2016-01-01 15:42:00.000000,2016-01-01 15:50:54.666667,0 days 00:08:54.666667000,,0
197,Z2,12,,,-1,,R1,1,37.786397,-122.472648,-1,,,,access,0,PNR_access,104.0,4,bart,7,2016-01-01 15:45:00.000000,2016-01-01 15:50:00.000000,4.01,79.4,0.75,0.0,0 days 00:05:00.000000000,,,False,,,16,0.0,,,,,,0.75,79.4,unchosen,,,,,0.0,2016-01-01 15:45:00.000000,2016-01-01 15:50:00.000000,0 days 00:05:00.000000000,,0
198,R1,1,37.786397,-122.472648,1,,R2,2,37.780689,-122.472314,2,,,,transit,1,heavy_rail,302.0,4,bart,7,2016-01-01 15:50:00.000000,2016-01-01 15:52:00.000000,4.01,43.976023976,0.394830545089,4.0,0 days 00:02:00.000000000,0 days 00:00:00.000000000,C,False,t140,61.0,16,4.0,rail_fare_class,,,,0.0,0.394830545089,43.976023976,unchosen,2016-01-01 15:50:00.000000,-14.0,-7.0,2016-01-01 15:52:00.000000,0.0,2016-01-01 15:50:00.000000,2016-01-01 15:52:00.000000,0 days 00:02:00.000000000,0 days 00:00:00.000000000,0
199,R2,2,37.780689,-122.472314,-1,,Z3,13,,,-1,,,,egress,2,walk_egress,201.0,4,bart,7,2016-01-01 15:52:00.000000,2016-01-01 16:00:54.666667,4.01,178.222222222,0.401,0.0,0 days 00:08:54.666667000,,,False,,,16,0.0,,,,,,0.401,178.222222222,unchosen,,,,,0.0,2016-01-01 15:52:00.000000,2016-01-01 16:00:54.666667,0 days 00:08:54.666667000,,0
200,Z1,11,,,-1,,B0,5,37.779996,-122.48799,-1,,,,access,0,walk_access,101.0,0,ben,8,2016-01-01 17:21:06.666667,2016-01-01 17:30:00.000000,4.01,17.7777777778,0.4,0.0,0 days 00:08:53.333333000,,,False,,,17,0.0,,,,,,0.4,17.7777777778,iter4.01 sim0,,,,,0.0,2016-01-01 17:21:06.666667,2016-01-01 17:30:00.000000,0 days 00:08:53.333333000,,0
201,B0,5,37.779996,-122.48799,1,,B2,7,37.780689,-122.472314,3,,boarded,,transit,1,local_bus,301.0,0,ben,8,2016-01-01 17:30:00.000000,2016-01-01 17:37:12.000000,4.01,15.5058823529,0.857441451554,2.0,0 days 00:07:12.000000000,0 days 00:00:00.000000000,A,False,t20,67.0,17,2.0,bus_local_fare_default,,,,0.0,0.857441451554,15.5297490279,iter4.01 sim0,2016-01-01 17:30:00.000000,0.0,0.0,2016-01-01 17:37:12.954667,0.0159111166667,2016-01-01 17:30:00.000000,2016-01-01 17:37:12.954667,0 days 00:07:12.954667000,0 days 00:00:00.000000000,0
202,B2,7,37.780689,-122.472314,-1,,R2,2,37.780689,-122.472314,-1,,,,transfer,2,transfer,1.0,0,ben,8,2016-01-01 17:37:12.000000,2016-01-01 17:39:25.333333,4.01,14.4444444444,0.1,0.0,0 days 00:02:13.333333000,,,False,,,17,0.0,,,,,,0.1,14.4444444333,iter4.01 sim0,,,,,0.0,2016-01-01 17:37:12.954667,2016-01-01 17:39:26.288000,0 days 00:02:13.333333000,,0
203,R2,2,37.780689,-122.472314,2,,R3,3,37.773182,-122.471829,3,,board_easy,,transit,3,heavy_rail,302.0,0,ben,8,2016-01-01 17:39:25.333333,2016-01-01 17:45:04.000000,4.01,16.5241830065,0.519391440659,3.5,0 days 00:05:38.666667000,0 days 00:02:38.666667000,C,False,t151,43.0,17,3.5,rail_fare_class,bus_local_fare_default,transfer_discount,0.5,0.0,0.519391440659,16.4923607843,iter4.01 sim0,2016-01-01 17:42:04.000000,-2.0,-0.142857142857,2016-01-01 17:45:04.000000,0.0,2016-01-01 17:39:26.288000,2016-01-01 17:45:04.000000,0 days 00:05:37.712000000,0 days 00:02:37.712000000,0
204,R3,3,37.773182,-122.471829,-1,,Z5,15,,,-1,,,,egress,4,walk_egress,201.0,0,ben,8,2016-01-01 17:45:04.000000,2016-01-01 17:58:25.333333,4.01,26.726888889,0.601,0.0,0 days 00:13:21.333333000,,,False,,,17,0.0,,,,,,0.601,26.7268888889,iter4.01 sim0,,,,,0.0,2016-01-01 17:45:04.000000,2016-01-01 17:58:25.333333,0 days 00:13:21.333333000,,0
205,Z1,11,,,-1,,B0,5,37.779996,-122.48799,-1,,,,access,0,walk_access,101.0,1,ben,8,2016-01-01 17:13:06.666667,2016-01-01 17:22:00.000000,4.01,17.7777777778,0.4,0.0,0 days 00:08:53.333333000,,,False,,,17,0.0,,,,,,0.4,17.7777777778,unchosen,,,,,0.0,2016-01-01 17:13:06.666667,2016-01-01 17:22:00.000000,0 days 00:08:53.333333000,,0
206,B0,5,37.779996,-122.48799,1,,B2,7,37.780689,-122.472314,3,,bumped_unchosen,0.0,transit,1,local_bus,301.0,1,ben,8,2016-01-01 17:22:00.000000,2016-01-01 17:29:12.000000,4.01,15.5058823529,0.857441451554,2.0,0 days 00:07:12.000000000,0 days 00:00:00.000000000,A,False,t19,53.0,17,2.0,bus_local_fare_default,,,,0.0,0.857441451554,20013.529749,unchosen,2016-01-01 17:22:00.000000,0.0,0.0,2016-01-01 17:29:12.954667,0.0159111166667,2016-01-01 17:22:00.000000,2016-01-01 17:29:12.954667,0 days 00:07:12.954667000,0 days 00:00:00.000000000,0
207,B2,7,37.780689,-122.472314,-1,,R2,2,37.780689,-122.472314,-1,,,,transfer,2,transfer,1.0,1,ben,8,2016-01-01 17:29:12.000000,2016-01-01 17:31:25.333333,4.01,14.4444444444,0.1,0.0,0 days 00:02:13.333333000,,,False,,,17,0.0,,,,,,0.1,14.4444444333,unchosen,,,,,0.0,2016-01-01 17:29:12.954667,2016-01-01 17:31:26.288000,0 days 00:02:13.333333000,,0
208,R2,2,37.780689,-122.472314,2,,R3,3,37.773182,-122.471829,3,,,,transit,3,heavy_rail,302.0,1,ben,8,2016-01-01 17:31:25.333333,2016-01-01 17:45:04.000000,4.01,32.5241830065,0.519391440659,3.5,0 days 00:13:38.666667000,0 days 00:10:38.666667000,C,False,t151,43.0,17,3.5,rail_fare_class,bus_local_fare_default,transfer_discount,0.5,0.0,0.519391440659,32.4923607843,unchosen,2016-01-01 17:42:04.000000,-2.0,-0.142857142857,2016-01-01 17:45:04.000000,0.0,2016-01-01 17:31:26.288000,2016-01-01 17:45:04.000000,0 days 00:13:37.712000000,0 days 00:10:37.712000000,0
209,R3,3,37.773182,-122.471829,-1,,Z5,15,,,-1,,,,egress,4,walk_egress,201.0,1,ben,8,2016-01-01 17:45:04.000000,2016-01-01 17:58:25.333333,4.01,26.726888889,0.601,0.0,0 days 00:13:21.333333000,,,False,,,17,0.0,,,,,,0.601,26.7268888889,unchosen,,,,,0.0,2016-01-01 17:45:04.000000,2016-01-01 17:58:25.333333,0 days 00:13:21.333333000,,0
210,Z2,12,,,-1,,R1,1,37.786397,-122.472648,-1,,,,access,0,PNR_access,104.0,0,bart,8,2016-01-01 15:05:00.000000,2016-01-01 15:10:00.000000,4.01,75.4,0.75,0.0,0 days 00:05:00.000000000,,,False,,,18,0.0,,,,,,0.75,75.4,unchosen,,,,,0.0,2016-01-01 15:05:00.000000,2016-01-01 15:10:00.000000,0 days 00:05:00.000000000,,0
211,R1,1,37.786397,-122.472648,1,,R2,2,37.780689,-122.472314,2,,,,transit,1,heavy_rail,302.0,0,bart,8,2016-01-01 15:10:00.000000,2016-01-01 15:12:00.000000,4.01,43.976023976,0.394830545089,4.0,0 days 00:02:00.000000000,0 days 00:00:00.000000000,C,False,t136,92.0,18,4.0,rail_fare_class,,,,0.0,0.394830545089,43.976023976,unchosen,2016-01-01 15:10:00.000000,-2.0,-0.142857142857,2016-01-01 15:12:00.000000,0.0,2016-01-01 15:10:00.000000,2016-01-01 15:12:00.000000,0 days 00:02:00.000000000,0 days 00:00:00.000000000,0
212,R2,2,37.780689,-122.472314,-1,,Z3,13,,,-1,,,,egress,2,walk_egress,201.0,0,bart,8,2016-01-01 15:12:00.000000,2016-01-01 15:20:54.666667,4.01,178.222222222,0.401,0.0,0 days 00:08:54.666667000,,,False,,,18,0.0,,,,,,0.401,178.222222222,unchosen,,,,,0.0,2016-01-01 15:12:00.000000,2016-01-01 15:20:54.666667,0 days 00:08:54.666667000,,0
213,Z2,12,,,-1,,R1,1,37.786397,-122.472648,-1,,,,access,0,PNR_access,104.0,1,bart,8,2016-01-01 15:15:00.000000,2016-01-01 15:20:00.000000,4.01,76.4,0.75,0.0,0 days 00:05:00.000000000,,,False,,,18,0.0,,,,,,0.75,76.4,unchosen,,,,,0.0,2016-01-01 15:15:00.000000,2016-01-01 15:20:00.000000,0 days 00:05:00.000000000,,0
214,R1,1,37.786397,-122.472648,1,,R2,2,37.780689,-122.472314,2,,,,transit,1,heavy_rail,302.0,1,bart,8,2016-01-01 15:20:00.000000,2016-01-01 15:22:00.000000,4.01,43.976023976,0.394830545089,4.0,0 days 00:02:00.000000000,0 days 00:00:00.000000000,C,False,t137,93.0,18,4.0,rail_fare_class,,,,0.0,0.394830545089,43.976023976,unchosen,2016-01-01 15:20:00.000000,-1.0,-0.0666666666667,2016-01-01 15:22:00.000000,0.0,2016-01-01 15:20:00.000000,2016-01-01 15:22:00.000000,0 days 00:02:00.000000000,0 days 00:00:00.000000000,0
215,R2,2,37.780689,-122.472314,-1,,Z3,13,,,-1,,,,egress,2,walk_egress,201.0,1,bart,8,2016-01-01 15:22:00.000000,2016-01-01 15:30:54.666667,4.01,178.222222222,0.401,0.0,0 days 00:08:54.666667000,,,False,,,18,0.0,,,,,,0.401,178.222222222,unchosen,,,,,0.0,2016-01-01 15:22:00.000000,2016-01-01 15:30:54.666667,0 days 00:08:54.666667000,,0
216,Z2,12,,,-1,,R1,1,37.786397,-122.472648,-1,,,,access,0,PNR_access,104.0,2,bart,8,2016-01-01 15:25:00.000000,2016-01-01 15:30:00.000000,4.01,77.4,0.75,0.0,0 days 00:05:00.000000000,,,False,,,18,0.0,,,,,,0.75,77.4,iter4.01 sim0,,,,,0.0,2016-01-01 15:25:00.000000,2016-01-01 15:30:00.000000,0 days 00:05:00.000000000,,0
217,R1,1,37.786397,-122.472648,1,,R2,2,37.780689,-122.472314,2,,board_easy,,transit,1,heavy_rail,302.0,2,bart,8,2016-01-01 15:30:00.000000,2016-01-01 15:32:00.000000,4.01,43.976023976,0.394830545089,4.0,0 days 00:02:00.000000000,0 days 00:00:00.000000000,C,False,t138,84.0,18,4.0,rail_fare_class,,,,0.0,0.394830545089,43.976023976,iter4.01 sim0,2016-01-01 15:30:00.000000,-3.0,-0.230769230769,2016-01-01 15:32:00.000000,0.0,2016-01-01 15:30:00.000000,2016-01-01 15:32:00.000000,0 days 00:02:00.000000000,0 days 00:00:00.000000000,0
218,R2,2,37.780689,-122.472314,-1,,Z3,13,,,-1,,,,egress,2,walk_egress,201.0,2,bart,8,2016-01-01 15:32:00.000000,2016-01-01 15:40:54.666667,4.01,178.222222222,0.401,0.0,0 days 00:08:54.666667000,,,False,,,18,0.0,,,,,,0.401,178.222222222,iter4.01 sim0,,,,,0.0,2016-01-01 15:32:00.000000,2016-01-01 15:40:54.666667,0 days 00:08:54.666667000,,0
219,Z2,12,,,-1,,R1,1,37.786397,-122.472648,-1,,,,access,0,PNR_access,104.0,3,bart,8,2016-01-01 15:35:00.000000,2016-01-01 15:40:00.000000,4.01,78.4,0.75,0.0,0 days 00:05:00.000000000,,,False,,,18,0.0,,,,,,0.75,78.4,unchosen,,,,,0.0,2016-01-01 15:35:00.000000,2016-01-01 15:40:00.000000,0 days 00:05:00.000000000,,0
220,R1,1,37.786397,-122.472648,1,,R2,2,37.780689,-122.472314,2,,,,transit,1,heavy_rail,302.0,3,bart,8,2016-01-01 15:40:00.000000,2016-01-01 15:42:00.000000,4.01,43.976023976,0.394830545089,4.0,0 days 00:02:00.000000000,0 days 00:00:00.000000000,C,False,t139,85.0,18,4.0,rail_fare_class,,,,0.0,0.394830545089,43.976023976,unchosen,2016-01-01 15:40:00.000000,-10.0,-1.66666666667,2016-01-01 15:42:00.000000,0.0,2016-01-01 15:40:00.000000,2016-01-01 15:42:00.000000,0 days 00:02:00.000000000,0 days 00:00:00.000000000,0
221,R2,2,37.780689,-122.472314,-1,,Z3,13,,,-1,,,,egress,2,walk_egress,201.0,3,bart,8,2016-01-01 15:42:00.000000,2016-01-01 15:50:54.666667,4.01,178.222222222,0.401,0.0,0 days 00:08:54.666667000,,,False,,,18,0.0,,,,,,0.401,178.222222222,unchosen,,,,,0.0,2016-01-01 15:42:00.000000,2016-01-01 15:50:54.666667,0 days 00:08:54.666667000,,0
222,Z2,12,,,-1,,R1,1,37.786397,-122.472648,-1,,,,access,0,PNR_access,104.0,4,bart,8,2016-01-01 15:45:00.000000,2016-01-01 15:50:00.000000,4.01,79.4,0.75,0.0,0 days 00:05:00.000000000,,,False,,,18,0.0,,,,,,0.75,79.4,unchosen,,,,,0.0,2016-01-01 15:45:00.000000,2016-01-01 15:50:00.000000,0 days 00:05:00.000000000,,0
223,R1,1,37.786397,-122.472648,1,,R2,2,37.780689,-122.472314,2,,,,transit,1,heavy_rail,302.0,4,bart,8,2016-01-01 15:50:00.000000,2016-01-01 15:52:00.000000,4.01,43.976023976,0.394830545089,4.0,0 days 00:02:00.000000000,0 days 00:00:00.000000000,C,False,t140,61.0,18,4.0,rail_fare_class,,,,0.0,0.394830545089,43.976023976,unchosen,2016-01-01 15:50:00.000000,-14.0,-7.0,2016-01-01 15:52:00.000000,0.0,2016-01-01 15:50:00.000000,2016-01-01 15:52:00.000000,0 days 00:02:00.000000000,0 days 00:00:00.000000000,0
224,R2,2,37.780689,-122.472314,-1,,Z3,13,,,-1,,,,egress,2,walk_egress,201.0,4,bart,8,2016-01-01 15:52:00.000000,2016-01-01 16:00:54.666667,4.01,178.222222222,0.401,0.0,0 days 00:08:54.666667000,,,False,,,18,0.0,,,,,,0.401,178.222222222,unchosen,,,,,0.0,2016-01-01 15:52:00.000000,2016-01-01 16:00:54.666667,0 days 00:08:54.666667000,,0
225,Z1,11,,,-1,,B0,5,37.779996,-122.48799,-1,,,,access,0,walk_access,101.0,0,ben,9,2016-01-01 17:21:06.666667,2016-01-01 17:30:00.000000,4.01,17.7777777778,0.4,0.0,0 days 00:08:53.333333000,,,False,,,19,0.0,,,,,,0.4,17.7777777778,iter4.01 sim0,,,,,0.0,2016-01-01 17:21:06.666667,2016-01-01 17:30:00.000000,0 days 00:08:53.333333000,,0
226,B0,5,37.779996,-122.48799,1,,B2,7,37.780689,-122.472314,3,,boarded,,transit,1,local_bus,301.0,0,ben,9,2016-01-01 17:30:00.000000,2016-01-01 17:37:12.000000,4.01,15.5058823529,0.857441451554,2.0,0 days 00:07:12.000000000,0 days 00:00:00.000000000,A,False,t20,67.0,19,2.0,bus_local_fare_default,,,,0.0,0.857441451554,15.5297490279,iter4.01 sim0,2016-01-01 17:30:00.000000,0.0,0.0,2016-01-01 17:37:12.954667,0.0159111166667,2016-01-01 17:30:00.000000,2016-01-01 17:37:12.954667,0 days 00:07:12.954667000,0 days 00:00:00.000000000,0
227,B2,7,37.780689,-122.472314,-1,,R2,2,37.780689,-122.472314,-1,,,,transfer,2,transfer,1.0,0,ben,9,2016-01-01 17:37:12.000000,2016-01-01 17:39:25.333333,4.01,14.4444444444,0.1,0.0,0 days 00:02:13.333333000,,,False,,,19,0.0,,,,,,0.1,14.4444444333,iter4.01 sim0,,,,,0.0,2016-01-01 17:37:12.954667,2016-01-01 17:39:26.288000,0 days 00:02:13.333333000,,0
228,R2,2,37.780689,-122.472314,2,,R3,3,37.773182,-122.471829,3,,board_easy,,transit,3,heavy_rail,302.0,0,ben,9,2016-01-01 17:39:25.333333,2016-01-01 17:45:04.000000,4.01,16.5241830065,0.519391440659,3.5,0 days 00:05:38.666667000,0 days 00:02:38.666667000,C,False,t151,43.0,19,3.5,rail_fare_class,bus_local_fare_default,transfer_discount,0.5,0.0,0.519391440659,16.4923607843,iter4.01 sim0,2016-01-01 17:42:04.000000,-2.0,-0.142857142857,2016-01-01 17:45:04.000000,0.0,2016-01-01 17:39:26.288000,2016-01-01 17:45:04.000000,0 days 00:05:37.712000000,0 days 00:02:37.712000000,0
229,R3,3,37.773182,-122.471829,-1,,Z5,15,,,-1,,,,egress,4,walk_egress,201.0,0,ben,9,2016-01-01 17:45:04.000000,2016-01-01 17:58:25.333333,4.01,26.726888889,0.601,0.0,0 days 00:13:21.333333000,,,False,,,19,0.0,,,,,,0.601,26.7268888889,iter4.01 sim0,,,,,0.0,2016-01-01 17:45:04.000000,2016-01-01 17:58:25.333333,0 days 00:13:21.333333000,,0
230,Z1,11,,,-1,,B0,5,37.779996,-122.48799,-1,,,,access,0,walk_access,101.0,1,ben,9,2016-01-01 17:13:06.666667,2016-01-01 17:22:00.000000,4.01,17.7777777778,0.4,0.0,0 days 00:08:53.333333000,,,False,,,19,0.0,,,,,,0.4,17.7777777778,unchosen,,,,,0.0,2016-01-01 17:13:06.666667,2016-01-01 17:22:00.000000,0 days 00:08:53.333333000,,0
231,B0,5,37.779996,-122.48799,1,,B2,7,37.780689,-122.472314,3,,bumped_unchosen,0.0,transit,1,local_bus,301.0,1,ben,9,2016-01-01 17:22:00.000000,2016-01-01 17:29:12.000000,4.01,15.5058823529,0.857441451554,2.0,0 days 00:07:12.000000000,0 days 00:00:00.000000000,A,False,t19,53.0,19,2.0,bus_local_fare_default,,,,0.0,0.857441451554,20013.529749,unchosen,2016-01-01 17:22:00.000000,0.0,0.0,2016-01-01 17:29:12.954667,0.0159111166667,2016-01-01 17:22:00.000000,2016-01-01 17:29:12.954667,0 days 00:07:12.954667000,0 days 00:00:00.000000000,0
232,B2,7,37.780689,-122.472314,-1,,R2,2,37.780689,-122.472314,-1,,,,transfer,2,transfer,1.0,1,ben,9,2016-01-01 17:29:12.000000,2016-01-01 17:31:25.333333,4.01,14.4444444444,0.1,0.0,0 days 00:02:13.333333000,,,False,,,19,0.0,,,,,,0.1,14.4444444333,unchosen,,,,,0.0,2016-01-01 17:29:12.954667,2016-01-01 17:31:26.288000,0 days 00:02:13.333333000,,0
233,R2,2,37.780689,-122.472314,2,,R3,3,37.773182,-122.471829,3,,,,transit,3,heavy_rail,302.0,1,ben,9,2016-01-01 17:31:25.333333,2016-01-01 17:45:04.000000,4.01,32.5241830065,0.519391440659,3.5,0 days 00:13:38.666667000,0 days 00:10:38.666667000,C,False,t151,43.0,19,3.5,rail_fare_class,bus_local_fare_default,transfer_discount,0.5,0.0,0.519391440659,32.4923607843,unchosen,2016-01-01 17:42:04.000000,-2.0,-0.142857142857,2016-01-01 17:45:04.000000,0.0,2016-01-01 17:31:26.288000,2016-01-01 17:45:04.000000,0 days 00:13:37.712000000,0 days 00:10:37.712000000,0
234,R3,3,37.773182,-122.471829,-1,,Z5,15,,,-1,,,,egress,4,walk_egress,201.0,1,ben,9,2016-01-01 17:45:04.000000,2016-01-01 17:58:25.333333,4.01,26.726888889,0.601,0.0,0 days 00:13:21.333333000,,,False,,,19,0.0,,,,,,0.601,26.7268888889,unchosen,,,,,0.0,2016-01-01 17:45:04.000000,2016-01-01 17:58:25.333333,0 days 00:13:21.333333000,,0
235,Z2,12,,,-1,,R1,1,37.786397,-122.472648,-1,,,,access,0,PNR_access,104.0,0,bart,9,2016-01-01 15:05:00.000000,2016-01-01 15:10:00.000000,4.01,75.4,0.75,0.0,0 days 00:05:00.000000000,,,False,,,20,0.0,,,,,,0.75,75.4,unchosen,,,,,0.0,2016-01-01 15:05:00.000000,2016-01-01 15:10:00.000000,0 days 00:05:00.000000000,,0
236,R1,1,37.786397,-122.472648,1,,R2,2,37.780689,-122.472314,2,,,,transit,1,heavy_rail,302.0,0,bart,9,2016-01-01 15:10:00.000000,2016-01-01 15:12:00.000000,4.01,43.976023976,0.394830545089,4.0,0 days 00:02:00.000000000,0 days 00:00:00.000000000,C,False,t136,92.0,20,4.0,rail_fare_class,,,,0.0,0.394830545089,43.976023976,unchosen,2016-01-01 15:10:00.000000,-2.0,-0.142857142857,2016-01-01 15:12:00.000000,0.0,2016-01-01 15:10:00.000000,2016-01-01 15:12:00.000000,0 days 00:02:00.000000000,0 days 00:00:00.000000000,0
